from;to;week;year;passengers
DE;BD;37;2016;0
DE;BD;38;2016;0
DE;BD;39;2016;0
DE;BD;40;2016;0
DE;BD;41;2016;0
DE;BD;42;2016;0
DE;BD;43;2016;0
DE;BD;44;2016;0
DE;BD;45;2016;0
DE;BD;46;2016;0
DE;BD;47;2016;0
DE;BD;48;2016;0
DE;BD;49;2016;0
DE;BD;50;2016;0
DE;BD;51;2016;0
DE;BD;52;2016;0
DE;BE;1;2016;315
DE;BE;2;2016;315
DE;BE;3;2016;315
DE;BE;4;2016;315
DE;BE;5;2016;315
DE;BE;6;2016;315
DE;BE;7;2016;315
DE;BE;8;2016;315
DE;BE;9;2016;315
DE;BE;10;2016;315
DE;BE;11;2016;315
DE;BE;12;2016;315
DE;BE;13;2016;315
DE;BE;14;2016;315
DE;BE;15;2016;315
DE;BE;16;2016;315
DE;BE;17;2016;315
DE;BE;18;2016;315
DE;BE;19;2016;315
DE;BE;20;2016;315
DE;BE;21;2016;315
DE;BE;22;2016;315
DE;BE;23;2016;315
DE;BE;24;2016;315
DE;BE;25;2016;315
DE;BE;26;2016;315
DE;BE;27;2016;315
DE;BE;28;2016;315
DE;BE;29;2016;315
DE;BE;30;2016;315
DE;BE;31;2016;315
DE;BE;32;2016;315
DE;BE;33;2016;315
DE;BE;34;2016;315
DE;BE;35;2016;315
DE;BE;36;2016;315
DE;BE;37;2016;315
DE;BE;38;2016;315
DE;BE;39;2016;315
DE;BE;40;2016;315
DE;BE;41;2016;315
DE;BE;42;2016;315
DE;BE;43;2016;315
DE;BE;44;2016;315
DE;BE;45;2016;315
DE;BE;46;2016;315
DE;BE;47;2016;315
DE;BE;48;2016;315
DE;BE;49;2016;315
DE;BE;50;2016;315
DE;BE;51;2016;315
DE;BE;52;2016;315
DE;BF;1;2016;0
DE;BF;2;2016;0
DE;BF;3;2016;0
DE;BF;4;2016;0
DE;BF;5;2016;0
DE;BF;6;2016;0
DE;BF;7;2016;0
DE;BF;8;2016;0
DE;BF;9;2016;0
DE;BF;10;2016;0
DE;BF;11;2016;0
DE;BF;12;2016;0
DE;BF;13;2016;0
DE;BF;14;2016;0
DE;BF;15;2016;0
DE;BF;16;2016;0
DE;BF;17;2016;0
DE;BF;18;2016;0
DE;BF;19;2016;0
DE;BF;20;2016;0
DE;BF;21;2016;0
DE;BF;22;2016;0
DE;BF;23;2016;0
DE;BF;24;2016;0
DE;BF;25;2016;0
DE;BF;26;2016;0
DE;BF;27;2016;0
DE;BF;28;2016;0
DE;BF;29;2016;0
DE;BF;30;2016;0
DE;BF;31;2016;0
DE;BF;32;2016;0
DE;BF;33;2016;0
DE;BF;34;2016;0
DE;BF;35;2016;0
DE;BF;36;2016;0
DE;BF;37;2016;0
DE;BF;38;2016;0
DE;BF;39;2016;0
DE;BF;40;2016;0
DE;BF;41;2016;0
DE;BF;42;2016;0
DE;BF;43;2016;0
DE;BF;44;2016;0
DE;BF;45;2016;0
DE;BF;46;2016;0
DE;BF;47;2016;0
DE;BF;48;2016;0
DE;BF;49;2016;0
DE;BF;50;2016;0
DE;BF;51;2016;0
DE;BF;52;2016;0
DE;BG;1;2016;210
DE;BG;2;2016;210
DE;BG;3;2016;210
DE;BG;4;2016;210
DE;BG;5;2016;210
DE;BG;6;2016;210
DE;BG;7;2016;210
DE;BG;8;2016;210
DE;BG;9;2016;210
DE;BG;10;2016;210
DE;BG;11;2016;210
DE;BG;12;2016;210
DE;BG;13;2016;210
DE;BG;14;2016;210
DE;BG;15;2016;210
DE;BG;16;2016;210
DE;BG;17;2016;210
DE;BG;18;2016;210
DE;BG;19;2016;210
DE;BG;20;2016;210
DE;BG;21;2016;210
DE;BG;22;2016;210
DE;BG;23;2016;210
